video;codec;resolution;width;bitrate [kb/s];nic;userDevice;cpu_model;encoded_segment_size [B];decoding_duration[s];average_cpu_utilization [%];energy_decode [wh];emission_decode_Austria_CI_157 [g];energy_NIC_LTE_TH_16_Mb/s [kWh];emission_NIC_LTE_TH_16_Austria_CI_157_[g];energy_NIC_LTE_TH_20_Mb/s [kWh];emission_NIC_LTE_TH_20_Austria_CI_157 [g];energy_NIC_LTE_TH_42_Mb/s [kWh];emission_NIC_LTE_TH_42_Austria_CI_157 [g];energy_NIC_LTE_TH_60_Mb/s [kWh];emission_NIC_LTE_TH_60_Austria_CI_157 [g]
Busy_City_s008;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;947597.0;0.5;6.375;8.8541666666625e-06;0.001390104166666;7.410376245124418e-07;0.0001163429070484;6.197705534222222e-07;9.730397688728888e-05;2.98316571325926e-07;4.683570169817038e-05;2.1064730348148146e-07;3.307162664659259e-05
Busy_City_s008;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2024465.0;0.86;7.062499999999999;1.6871527777775e-05;0.0026488298611106;1.5831674588549568e-06;0.0002485572910402;1.3240900862222225e-06;0.0002078821435368;6.373294317830688e-07;0.0001000607207899;4.500310714814816e-07;7.065487822259261e-05
Busy_City_s008;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3271077.0;1.94;7.5625;4.075347222221875e-05;0.0063982951388883;2.558040105316168e-06;0.0004016122965346;2.1394297392000004e-06;0.0003358904690544;1.0297800385428571e-06;0.0001616754660512;7.271483020000001e-07;0.000114162283414
Busy_City_s008;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4578340.0;3.45;7.5625;7.247395833333125e-05;0.011378411458333;3.580342907174984e-06;0.0005621138364264;2.9944378417777783e-06;0.0004701267411591;1.4413244144550264e-06;0.0002262879330694;1.017748025185185e-06;0.000159786439954
Busy_City_s008;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9724373.0;8.44;7.375;0.0001729027777777;0.0271457361110989;7.604631787345176e-06;0.0011939271906131;6.360172136355555e-06;0.0009985470254078;3.0613663948433864e-06;0.0004806345239904;2.161692101703704e-06;0.0003393856599674
Busy_City_s009;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;83234.0;0.24;6.0625;4.041666666666669e-06;0.0006345416666666;6.509046107012641e-08;1.0219202388009848e-05;5.443873528888889e-08;8.546881440355556e-06;2.620320821798942e-08;4.113903690224339e-06;1.8502609925925925e-08;2.90490975837037e-06
Busy_City_s009;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;840919.0;0.52;6.5625;9.4791666666625e-06;0.001488229166666;6.576135405318696e-07;0.0001032453258635;5.499984001777778e-07;8.63497488279111e-05;2.647328693978836e-07;4.156306049546773e-05;1.869331791851852e-07;2.934850913207408e-05
Busy_City_s009;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1805702.0;0.99;6.6875;1.8390625e-05;0.002887328125;1.4120909212010649e-06;0.0002216982746285;1.1810093614222222e-06;0.0001854184697432;5.684598299449736e-07;8.924819330136085e-05;4.014008668148148e-07;6.301993608992593e-05
Busy_City_s009;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2973330.0;2.12;7.249999999999999;4.269444444444375e-05;0.0067030277777776;2.325196681808383e-06;0.0003650558790439;1.944689968e-06;0.0003053163249759;9.36045186952381e-07;0.0001469590943515;6.609602466666666e-07;0.0001037707587266
Busy_City_s009;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4270882.0;3.34;8.1875;7.596180555555e-05;0.0119260034722213;3.3399053098025286e-06;0.0005243651336389;2.7933466449777778e-06;0.0004385554232615;1.344532406474074e-06;0.0002110915878164;9.494012505185184e-07;0.0001490559963314
Busy_City_s009;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9429067.0;7.98;8.375;0.0001856458333333;0.0291463958333281;7.3736972690380576e-06;0.0011576704712389;6.1670288876444445e-06;0.0009682235353601;2.9684000036328043e-06;0.0004660388005703;2.096046671629629e-06;0.0003290793274458
Busy_City_s010;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;83521.0;0.27;5.875;4.40625e-06;0.00069178125;6.531490014943446e-08;1.025443932346121e-05;5.462644604444445e-08;8.57635202897778e-06;2.6293559766137564e-08;4.1280888832835976e-06;1.8566408962962962e-08;2.914926207185185e-06
Busy_City_s010;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;859504.0;0.49;6.5;8.84722222221875e-06;0.0013890138888883;6.721473394480373e-07;0.0001055271322933;5.621538161777778e-07;8.825814913991111e-05;2.7058368306455026e-07;4.248163824113439e-05;1.9106455585185185e-07;2.999713526874074e-05
Busy_City_s010;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1856198.0;0.93;6.812500000000001;1.759895833333125e-05;0.002763036458333;1.4515796868761146e-06;0.0002278980108395;1.2140359896888889e-06;0.0001906036503811;5.843566653989417e-07;9.174399646763384e-05;4.126259405925926e-07;6.478227267303704e-05
Busy_City_s010;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3103691.0;2.2;6.812500000000001;4.163194444444375e-05;0.0065362152777776;2.427141290929208e-06;0.0003810611826758;2.0299518558222225e-06;0.000318702441364;9.770846230783069e-07;0.0001534022858232;6.899390141481481e-07;0.0001083204252212
Busy_City_s010;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4435627.0;3.7;7.5;7.708333333333125e-05;0.012102083333333;3.4687388154492347e-06;0.0005445919940255;2.9010971969777785e-06;0.0004554722599255;1.3963963988074074e-06;0.0002192342346127;9.860234538518515e-07;0.0001548056822547
Busy_City_s010;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9868393.0;7.95;8.3125;0.0001835677083333;0.028820130208328;7.71725797620213e-06;0.0012116095022637;6.454367617244444e-06;0.0010133357159073;3.1067058720709e-06;0.0004877528219151;2.1937072142962963e-06;0.0003444120326445
Busy_City_s011;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;87535.0;0.25;5.625;3.90625e-06;0.00061328125;6.845391918895543e-08;1.0747265312666002e-05;5.725178044444445e-08;8.98852952977778e-06;2.7557222185185183e-08;4.326483883074074e-06;1.945870629629629e-08;3.0550168885185174e-06
Busy_City_s011;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;919382.0;0.51;6.25;8.8541666666625e-06;0.001390104166666;7.189729951651364e-07;0.0001128787602409;6.013166894222223e-07;9.44067202392889e-05;2.894341011830688e-07;4.54411538857418e-05;2.0437521348148146e-07;3.208690851659259e-05
Busy_City_s011;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1981600.0;0.91;6.812500000000001;1.722048611110625e-05;0.0027036163194436;1.5496462702328677e-06;0.0002432944644265;1.2960544711111111e-06;0.0002034805519644;6.238349401058201e-07;9.794208559661376e-05;4.405023407407408e-07;6.91588674962963e-05
Busy_City_s011;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3279565.0;2.08;7.187499999999999;4.1527777777775e-05;0.0065198611111106;2.564677871536261e-06;0.0004026544258311;2.144981268444445e-06;0.0003367620591457;1.0324521777089949e-06;0.0001620949919003;7.29035152962963e-07;0.0001144585190151
Busy_City_s011;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4670305.0;3.59;7.6875;7.666145833333125e-05;0.012035848958333;3.652261164765802e-06;0.0005734050028682;3.054587039111111e-06;0.0004795701651404;1.4702762615820106e-06;0.0002308333730683;1.038191504074074e-06;0.0001629960661396
Busy_City_s011;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9967576.0;8.43;8.0;0.0001873333333333;0.0294113333333281;7.794820837536661e-06;0.0012237868714932;6.519237707377777e-06;0.0010235203200583;3.137930044893122e-06;0.0004926550170482;2.215755227851852e-06;0.0003478735707727
Busy_City_s012;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;83183.0;0.26;5.375;3.881944444444444e-06;0.0006094652777777;6.50505781675316e-08;1.021294077230246e-05;5.440537902222224e-08;8.541644506488892e-06;2.6187152716402124e-08;4.111382976475133e-06;1.8491272814814812e-08;2.9031298319259257e-06
Busy_City_s012;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;908344.0;0.51;6.1875;8.765625e-06;0.001376203125;7.103410838153027e-07;0.000111523550159;5.940973468444445e-07;9.32732834545778e-05;2.859591869375661e-07;4.489559234919788e-05;2.0192150696296297e-07;3.1701676593185185e-05
Busy_City_s012;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2011739.0;0.87;6.875000000000001;1.661458333333125e-05;0.002608489583333;1.5732155016310046e-06;0.000246994833756;1.3157667166222225e-06;0.0002065753745096;6.333231119164021e-07;9.943172857087512e-05;4.472021288148148e-07;7.021073422392593e-05
Busy_City_s012;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3327475.0;1.97;7.062499999999999;3.864756944444375e-05;0.0060676684027776;2.6021443394444446e-06;0.0004085366612927;2.176316537777778e-06;0.0003416816964311;1.0475349047883595e-06;0.0001644629800517;7.396853685185186e-07;0.0001161306028574
Busy_City_s012;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4668975.0;3.31;7.4375;6.838368055555e-05;0.0107362378472213;3.651221081227545e-06;0.0005732417097527;3.05371716e-06;0.00047943359412;1.4698575592857144e-06;0.0002307676368078;1.0378958499999998e-06;0.0001629496484499
Busy_City_s012;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10182532.0;7.5;8.125;0.0001692708333333;0.0265755208333281;7.962920233814505e-06;0.0012501784767088;6.659828484977778e-06;0.0010455930721415;3.205601150759789e-06;0.0005032793806692;2.2635391505185184e-06;0.0003553756466314
Busy_City_s013;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;86598.0;0.27;5.5;4.125e-06;0.000647625;6.772116860598803e-08;1.063222347114012e-05;5.66389408e-08;8.8923137056e-06;2.7262241695238092e-08;4.28017194615238e-06;1.9250414666666665e-08;3.0223151026666664e-06
Busy_City_s013;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;950002.0;0.53;6.0;8.83333333333125e-06;0.001386833333333;7.429183770759814e-07;0.0001166381852009;6.213435303111111e-07;9.755093425884444e-05;2.99073698410582e-07;4.695457065046137e-05;2.111819260740741e-07;3.3155562393629635e-05
Busy_City_s013;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2063371.0;0.97;6.625;1.785069444444375e-05;0.0028025590277776;1.6135926394109118e-06;0.0002533340443875;1.3495363393777775e-06;0.0002118772052823;6.495775757978836e-07;0.0001019836794002;4.586797311851852e-07;7.201271779607407e-05
Busy_City_s013;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3378748.0;2.03;7.375;4.158680555555e-05;0.0065291284722213;2.642240732870792e-06;0.0004148317950607;2.209851358577778e-06;0.0003469466632967;1.063676350531217e-06;0.0001669971870334;7.510831665185184e-07;0.0001179200571434
Busy_City_s013;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4725000.0;3.9;7.375;7.989583333333125e-05;0.012543645833333;3.695033622754492e-06;0.0005801202787724;3.09036e-06;0.0004851865199999;1.4874950000000002e-06;0.000233536715;1.05035e-06;0.00016490495
Busy_City_s013;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10108050.0;8.2;8.1875;0.0001864930555555;0.0292794097222135;7.904673991636727e-06;0.0012410338166869;6.611113946666667e-06;0.0010379448896266;3.182153192539682e-06;0.0004995980512287;2.2469820777777773e-06;0.0003527761862111
Busy_City_s014;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;88365.0;0.27;6.0;4.5e-06;0.0007065;6.910299387824351e-08;1.084917003888423e-05;5.7794637333333335e-08;9.073758061333332e-06;2.7818517603174604e-08;4.367507263698413e-06;1.964321222222222e-08;3.0839843188888888e-06
Busy_City_s014;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;928387.0;0.52;7.062499999999999;1.02013888888875e-05;0.0016016180555553;7.260150645350632e-07;0.000113984365132;6.072063596444444e-07;9.533139846417778e-05;2.922689990613757e-07;4.588623285263599e-05;2.063769916296296e-07;3.240118768585185e-05
Busy_City_s014;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2000218.0;1.01;7.187499999999999;2.016493055555e-05;0.0031658940972213;1.5642058757330672e-06;0.00024558032249;1.3082314705777775e-06;0.0002053923408807;6.29696142626455e-07;9.886229439235343e-05;4.446410531851852e-07;6.980864535007409e-05
Busy_City_s014;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3279301.0;2.14;7.6875;4.56979166666625e-05;0.007174572916666;2.564471418864005e-06;0.0004026220127616;2.144808600711111e-06;0.0003367349503116;1.0323690668772488e-06;0.0001620819434997;7.289764667407407e-07;0.0001144493052782
Busy_City_s014;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4674606.0;3.25;8.875;8.0121527777775e-05;0.0125790798611106;3.655624622884631e-06;0.0005739330657928;3.057400084266667e-06;0.0004800118132298;1.4716302755492065e-06;0.0002310459532612;1.0391476004444443e-06;0.0001631461732697
Busy_City_s014;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9973396.0;8.42;8.25;0.0001929583333333;0.0302944583333281;7.799372180538656e-06;0.0012245014323445;6.5230442460444445e-06;0.0010241179466289;3.139762260956614e-06;0.0004929426749701;2.217048992296296e-06;0.0003480766917905
Busy_City_s015;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;92293.0;0.25;5.8125;4.036458333333331e-06;0.0006337239583333;7.217475939574186e-08;1.1331437225131472e-05;6.036372391111112e-08;9.477104654044446e-06;2.905510603915344e-08;4.5616516481470905e-06;2.0516392074074092e-08;3.2210735556296304e-06
Busy_City_s015;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;959177.0;0.51;7.3125;1.0359375e-05;0.0016264218749999;7.500933894545576e-07;0.0001177646621443;6.273443880888889e-07;9.849306892995555e-05;3.019621146275132e-07;4.7408051996519575e-05;2.1322149459259258e-07;3.347577465103704e-05
Busy_City_s015;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2030594.0;0.94;7.375;1.925694444444375e-05;0.0030233402777776;1.5879604453256156e-06;0.0002493097899161;1.3280987246222222e-06;0.0002085114997656;6.392589252973546e-07;0.0001003636512716;4.513935254814814e-07;7.086878350059258e-05
Busy_City_s015;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3428694.0;2.12;8.125;4.784722222221875e-05;0.0075120138888883;2.6812993888119763e-06;0.0004209640040434;2.2425182624e-06;0.0003520753671968;1.0794000384190477e-06;0.0001694658060317;7.621859773333332e-07;0.0001196631984413
Busy_City_s015;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4840834.0;3.51;8.3125;8.1046875e-05;0.0127243593749999;3.7856178607773774e-06;0.000594342004142;3.166120584177778e-06;0.0004970809317159;1.5239611366835975e-06;0.0002392618984593;1.0760994691851852e-06;0.000168947616662
Busy_City_s015;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10243274.0;7.33;9.1875;0.0001870677083333;0.0293696302083281;8.01042155282262e-06;0.0012576361837931;6.699556452622222e-06;0.0010518303630616;3.2247235679640208e-06;0.0005062816001703;2.277041872148148e-06;0.0003574955739272
Busy_City_s016;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;84265.0;0.24;5.875;3.916666666666668e-06;0.0006149166666666;6.589672131669996e-08;1.0345785246721894e-05;5.511305511111112e-08;8.652749652444446e-06;2.65277812010582e-08;4.164861648566138e-06;1.8731797407407412e-08;2.940892192962964e-06
Busy_City_s016;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;890236.0;0.56;6.5625;1.020833333333125e-05;0.001602708333333;6.961803073410513e-07;0.0001093003082525;5.822539100444445e-07;9.141386387697778e-05;2.802585394328043e-07;4.4000590690950274e-05;1.978961656296297e-07;3.106969800385186e-05
Busy_City_s016;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1924584.0;0.96;7.3125;1.95e-05;0.0030615;1.5050587491672657e-06;0.0002362942236192;1.2587634730666669e-06;0.0001976258652714;6.058855189587302e-07;9.512402647652063e-05;4.278278951111112e-07;6.716897953244446e-05
Busy_City_s016;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3180368.0;2.09;7.8125;4.5355902777775e-05;0.0071208767361106;2.4871040619539587e-06;0.0003904753377267;2.0801020216888887e-06;0.0003265760174051;1.00122359749418e-06;0.0001571921048065;7.069840272592593e-07;0.0001109964922797
Busy_City_s016;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4506347.0;3.59;8.0625;8.04010416666625e-05;0.012622963541666;3.524043107047372e-06;0.0005532747678064;2.947351220088889e-06;0.0004627341415539;1.4186600276751325e-06;0.0002227296243449;1.001744247925926e-06;0.0001572738469243
Busy_City_s016;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9665300.0;8.27;8.125;0.0001866493055555;0.0293039409722135;7.558435655874916e-06;0.0011866743979723;6.321535768888888e-06;0.0009924811157155;3.042769401798942e-06;0.0004777147960824;2.1485603925925923e-06;0.000337323981637
Busy_City_s017;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;82933.0;0.24;6.0;4e-06;0.000628;6.485507374304726e-08;1.018224657765842e-05;5.424186791111111e-08;8.515973262044446e-06;2.610844927724868e-08;4.099026536528043e-06;1.8435698740740732e-08;2.8944047022962948e-06
Busy_City_s017;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;841444.0;0.46;7.4375;9.50347222221875e-06;0.0014920451388883;6.580240998232868e-07;0.0001033097836722;5.503417735111112e-07;8.640365844124446e-05;2.648981466201059e-07;4.158900901935662e-05;1.8704988474074082e-07;2.9366831904296308e-05
Busy_City_s017;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1861641.0;0.97;6.75;1.81875e-05;0.0028554375;1.455836209205988e-06;0.0002285662848453;1.2175959536e-06;0.0001911625647152;5.860701966761905e-07;9.201302087816193e-05;4.138358993333333e-07;6.497223619533333e-05
Busy_City_s017;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3218206.0;2.14;7.375;4.3840277777775e-05;0.0068829236111106;2.5166940476085166e-06;0.0003951209654745;2.104849755377778e-06;0.0003304614115943;1.0131355204169312e-06;0.0001590622767054;7.153952745185185e-07;0.0001123170580994
Busy_City_s017;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4545418.0;3.83;7.3125;7.7796875e-05;0.012214109375;3.554597320523486e-06;0.0005580717793221;2.972905390577777e-06;0.0004667461463207;1.4309601159597885e-06;0.0002246607382056;1.0104295865185185e-06;0.0001586374450834
Busy_City_s017;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9851868.0;7.84;8.4375;0.00018375;0.02884875;7.704335133743711e-06;0.0012095806159977;6.4435595328e-06;0.0010116388466496;3.1015035747428567e-06;0.0004869360612346;2.190033768e-06;0.000343835301576
Busy_City_s018;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;93882.0;0.27;5.5625;4.171875e-06;0.000654984375;7.341738551776447e-08;1.1526529526289022e-05;6.140300053333334e-08;9.640271083733334e-06;2.95553450984127e-08;4.6401891804507945e-06;2.086962088888889e-08;3.276530479555556e-06
Busy_City_s018;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1143922.0;0.52;6.937500000000001;1.002083333333125e-05;0.001573270833333;8.945672490600133e-07;0.0001404470581024;7.481758289777778e-07;0.0001174636051495;3.601223820931217e-07;5.65392139886201e-05;2.542896238518518e-07;3.9923470944740735e-05
Busy_City_s018;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2502284.0;1.03;6.5625;1.87760416666625e-05;0.002947838541666;1.9568303732657354e-06;0.0003072223686027;1.636604948622222e-06;0.0002569469769336;7.877534261544974e-07;0.0001236772879062;5.562484654814815e-07;8.73310090805926e-05
Busy_City_s018;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4040304.0;2.12;7.249999999999999;4.269444444444375e-05;0.0067030277777776;3.159589233047505e-06;0.0004960555095884;2.642538385066667e-06;0.0004148785264554;1.2719432801015871e-06;0.0001996950949759;8.98144615111111e-07;0.0001410087045724
Busy_City_s018;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5722589.0;3.76;7.249999999999999;7.572222222221875e-05;0.0118883888888883;4.475165876022222e-06;0.0007026010425354;3.7428275432888895e-06;0.0005876239242963;1.8015497406465608e-06;0.0002828433092815;1.2721103399259258e-06;0.0001997213233683
Busy_City_s018;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;12088636.0;7.96;8.1875;0.0001810347222222;0.0284224513888853;9.453527295923888e-06;0.00148420378546;7.906505216711113e-06;0.0012413213190236;3.8056689114962968e-06;0.0005974900191049;2.687259010074074e-06;0.0004218996645816
Busy_City_s019;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;82690.0;0.25;5.9375;4.123263888888888e-06;0.0006473524305555;6.466504344244844e-08;1.0152411820464403e-05;5.408293511111111e-08;8.491020812444445e-06;2.6031949534391536e-08;4.087016076899471e-06;1.838168074074074e-08;2.8859238762962963e-06
Busy_City_s019;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;929534.0;0.54;6.375;9.5625e-06;0.0015013125;7.269120388345975e-07;0.000114125190097;6.079565486222222e-07;9.544917813368888e-05;2.9263009044021165e-07;4.594292419911323e-05;2.066319654814815e-07;3.2441218580592594e-05
Busy_City_s019;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1938433.0;0.93;6.812500000000001;1.759895833333125e-05;0.002763036458333;1.5158889122660014e-06;0.0002379945592257;1.2678213345777775e-06;0.0001990479495287;6.102453746740741e-07;9.580852382382962e-05;4.309064765185186e-07;6.765231681340741e-05
Busy_City_s019;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3222412.0;2.11;7.062499999999999;4.139409722221875e-05;0.0064988732638883;2.519983214046041e-06;0.0003956373646052;2.107600666311111e-06;0.0003308933046108;1.0144596270772487e-06;0.0001592701614511;7.163302527407407e-07;0.0001124638496802
